time_submitted,age,city,applicant_before,"if applicant before, what program",completed that program,highest education,course,degreeCategory,year_graduated,expected year graduated if still ongoing,postgrad year graduated,expected year graduated if postgrad still ongoing,postgrad degree,monthly net income,monthly gross income,employment status(Employed/Unemployed),job position,career industry,year tenure,position in company,unemployment status if unemployed,last employment(year) if unemployed,salary before being unemployed,job position before being unemployed,career industry before being unemployed,year tenure before being unemployed,Microsoft Excel,Microsoft Power BI,Tableau,Matlab,SQL,Python,R,Java,Stats,eViews,SAS,SPSS,Indicate Other Tools & Programming you know,"In one paragraph, why do you deserve the scholarship slot?"
12/04/2017 16:27,28,Quezon City,No,,No,Postgrad,Education,Education,2016.0,,,2025.0,Masters in Data Science,,,Unemployed,,,5,,,,,,,,3,4,3,1,1,2,3,5,2,2,1,5,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/28/2021 03:13,30,Iloilo,No,,No,College grad,Software Engineering,IT,2012.0,,,,,,,Unemployed,,,4,,,,,,,,2,2,4,3,4,2,4,3,2,4,2,2,"SQL, Microsoft Power BI","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
12/14/2022 10:40,24,Zamboanga,No,,No,College grad,Education,Education,2022.0,,,,,,,Unemployed,,,0,,,,,,,,5,4,3,1,2,5,5,1,3,4,1,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/30/2017 16:04,33,Cebu,No,,No,College grad,Pharmacy,Health Sciences,2012.0,,,,,,,Unemployed,,,2,,,,,,,,3,5,1,4,4,2,5,4,3,1,2,4,"Microsoft Power BI, Java","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
02/24/2019 00:22,21,Davao,No,,No,Postgrad,Marketing,Business,2016.0,,,2027.0,Masters in Data Science,31500.0,26500.0,Employed,Accountant,Education,2,,,,,,,,3,3,1,5,5,2,3,4,5,1,3,2,"R, Microsoft Power BI","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
08/22/2020 01:38,22,Makati,No,,No,College grad,Early Childhood Education,Education,2022.0,,,,,,,Unemployed,,,3,,,,,,,,3,1,3,2,1,3,1,3,5,2,3,3,"Microsoft Excel, R, SPSS","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
05/07/2019 17:26,30,Makati,No,,No,Postgrad,Early Childhood Education,Education,2016.0,,,2027.0,Masters in Data Science,,,Unemployed,,,2,,,,,,,,2,2,4,1,4,2,2,4,4,2,1,3,"eViews, SAS, Microsoft Excel","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
05/31/2018 06:07,24,Iloilo,No,,No,Postgrad,Political Science,Social Sciences,2016.0,,,2025.0,Masters in Data Science,,,Unemployed,,,1,,,,,,,,5,2,1,1,5,4,2,1,1,4,1,1,"Microsoft Power BI, Matlab","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
07/12/2019 06:01,40,Quezon City,No,,No,College grad,Education,Education,2018.0,,,,,30022.0,25022.0,Employed,Software Developer,Education,4,,,,,,,,5,4,3,3,2,5,5,1,1,4,2,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
01/28/2018 15:27,21,Cagayan de Oro,No,,No,College grad,Sociology,Social Sciences,2011.0,,,,,,,Unemployed,,,2,,,,,,,,5,1,2,1,2,3,3,4,3,5,1,1,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
10/07/2018 20:43,40,Manila,No,,No,Postgrad,Education,Education,2016.0,,,2026.0,Masters in Data Science,36132.0,31132.0,Employed,Engineer,Social Sciences,0,,,,,,,,4,2,1,2,4,3,5,1,5,3,1,4,"eViews, R",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
10/01/2021 17:56,20,Cebu,No,,No,College grad,Sociology,Social Sciences,2014.0,,,,,43412.0,38412.0,Employed,Engineer,Business,1,,,,,,,,4,3,5,5,3,3,1,5,3,2,3,1,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
03/11/2020 07:29,20,Quezon City,No,,No,College grad,Mathematics Education,Education,2019.0,,,,,32417.0,27417.0,Employed,Marketing Analyst,Social Sciences,3,,,,,,,,4,2,3,4,1,3,1,5,3,2,1,5,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
05/16/2023 13:10,21,Makati,No,,No,College grad,Psychology,Social Sciences,2020.0,,,,,32143.0,27143.0,Employed,Engineer,Education,4,,,,,,,,3,5,1,4,2,4,1,1,4,5,5,2,"eViews, Python","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
11/02/2021 11:18,31,Cagayan de Oro,No,,No,Postgrad,Electrical Engineering,Engineering,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,4,,,,,,,,4,5,2,3,3,1,4,1,5,5,3,4,Microsoft Power BI,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
02/28/2023 10:00,31,Manila,No,,No,Postgrad,Mathematics Education,Education,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,0,,,,,,,,4,2,1,1,3,4,4,1,5,4,1,5,"Matlab, SAS, Tableau","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
11/12/2024 16:38,36,Baguio,No,,No,College grad,Mechanical Engineering,Engineering,2013.0,,,,,,,Unemployed,,,2,,,,,,,,2,2,3,5,2,4,1,3,4,4,3,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
10/25/2017 23:37,20,Makati,No,,No,College grad,Political Science,Social Sciences,2010.0,,,,,29939.0,24939.0,Employed,Nurse,Social Sciences,1,,,,,,,,4,4,3,2,5,4,1,3,4,4,1,3,"Microsoft Power BI, Java, Matlab",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
07/16/2018 01:11,25,Zamboanga,No,,No,College grad,Political Science,Social Sciences,2018.0,,,,,,,Unemployed,,,5,,,,,,,,4,5,4,4,4,2,2,2,5,5,4,5,"Tableau, Matlab","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/19/2024 09:55,39,Bacolod,No,,No,College grad,Sociology,Social Sciences,2021.0,,,,,,,Unemployed,,,1,,,,,,,,2,2,3,3,5,5,3,5,1,2,5,3,"Matlab, Microsoft Power BI","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
12/05/2017 07:13,32,Davao,No,,No,Postgrad,Marketing,Business,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,0,,,,,,,,3,2,1,2,5,4,5,4,4,4,4,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
05/30/2019 21:44,32,Bacolod,No,,No,Postgrad,Civil Engineering,Engineering,2016.0,,,2027.0,Masters in Data Science,,,Unemployed,,,2,,,,,,,,5,1,1,1,2,3,2,3,2,5,1,5,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
03/03/2022 12:07,31,Bacolod,No,,No,College grad,Nursing,Health Sciences,2020.0,,,,,,,Unemployed,,,0,,,,,,,,3,2,5,1,5,5,1,2,1,1,2,2,"R, eViews, Python",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
07/09/2017 14:38,27,Iloilo,No,,No,College grad,Psychology,Social Sciences,2014.0,,,,,,,Unemployed,,,3,,,,,,,,3,5,4,2,5,4,2,2,3,3,3,1,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
10/28/2019 19:31,39,Bacolod,No,,No,Postgrad,Psychology,Social Sciences,2016.0,,,2025.0,Masters in Data Science,25603.0,20603.0,Employed,Teacher,Education,3,,,,,,,,4,2,5,1,3,4,1,1,2,4,4,4,"Tableau, SPSS, SPSS","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
06/16/2017 09:20,30,Bacolod,No,,No,College grad,Information Technology,IT,2018.0,,,,,,,Unemployed,,,1,,,,,,,,3,5,1,3,5,2,2,4,3,4,2,1,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
07/08/2018 15:41,26,Davao,No,,No,College grad,Business Administration,Business,2021.0,,,,,,,Unemployed,,,2,,,,,,,,4,2,5,5,4,1,4,5,4,3,3,5,"Tableau, Matlab, Microsoft Excel","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
08/20/2018 17:03,36,Iloilo,No,,No,College grad,Political Science,Social Sciences,2012.0,,,,,33696.0,28696.0,Employed,Software Developer,Education,0,,,,,,,,3,1,3,2,2,2,1,1,2,2,4,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
01/17/2022 11:57,21,Makati,No,,No,College grad,Mathematics Education,Education,2017.0,,,,,32457.0,27457.0,Employed,Engineer,Business,2,,,,,,,,4,2,5,1,3,4,4,4,4,3,1,3,Stats,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
07/04/2019 15:30,38,Davao,No,,No,Postgrad,Mathematics Education,Education,2016.0,,,2027.0,Masters in Data Science,41360.0,36360.0,Employed,Accountant,Business,3,,,,,,,,4,3,1,4,3,2,3,3,1,5,4,2,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
04/04/2024 14:49,23,Cebu,No,,No,College grad,Mechanical Engineering,Engineering,2018.0,,,,,45021.0,40021.0,Employed,Software Developer,Business,5,,,,,,,,1,5,3,5,3,1,3,5,1,1,3,5,"Stats, SPSS, SQL",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
01/24/2024 06:41,32,Cagayan de Oro,No,,No,College grad,Electrical Engineering,Engineering,2011.0,,,,,,,Unemployed,,,4,,,,,,,,2,3,4,4,4,1,2,4,5,5,5,3,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
07/26/2023 19:32,32,Cagayan de Oro,No,,No,College grad,Software Engineering,IT,2016.0,,,,,29618.0,24618.0,Employed,Teacher,Education,4,,,,,,,,3,2,2,2,2,1,1,4,2,5,4,2,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
08/30/2019 23:12,25,Iloilo,No,,No,College grad,Accounting,Business,2011.0,,,,,,,Unemployed,,,0,,,,,,,,2,2,4,5,3,5,1,5,4,2,3,1,"eViews, SQL","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
07/31/2022 05:48,31,Quezon City,No,,No,College grad,Medical Technology,Health Sciences,2010.0,,,,,49054.0,44054.0,Employed,Engineer,Health Sciences,0,,,,,,,,1,2,3,4,1,4,1,5,3,1,2,3,"Matlab, SAS","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
05/04/2024 05:34,20,Iloilo,No,,No,College grad,Early Childhood Education,Education,2010.0,,,,,,,Unemployed,,,5,,,,,,,,3,2,3,2,3,4,2,4,4,3,1,5,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/30/2023 01:40,24,Makati,No,,No,College grad,Early Childhood Education,Education,2010.0,,,,,,,Unemployed,,,2,,,,,,,,2,5,4,1,3,5,4,3,5,2,5,2,"Java, SAS, SPSS","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/06/2019 08:18,35,Cagayan de Oro,No,,No,Postgrad,Software Engineering,IT,2016.0,,,2025.0,Masters in Data Science,,,Unemployed,,,5,,,,,,,,1,4,4,5,1,2,4,3,4,1,4,1,"eViews, Python, R","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
12/23/2023 10:49,30,Baguio,No,,No,College grad,Accounting,Business,2010.0,,,,,25632.0,20632.0,Employed,Teacher,Health Sciences,1,,,,,,,,4,2,1,2,1,5,4,3,1,4,2,4,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
12/05/2022 12:00,24,Cagayan de Oro,No,,No,College grad,Information Technology,IT,2017.0,,,,,,,Unemployed,,,2,,,,,,,,5,2,5,2,3,5,1,1,4,2,3,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
03/16/2023 05:25,32,Davao,No,,No,College grad,Computer Science,IT,2022.0,,,,,30997.0,25997.0,Employed,Software Developer,Education,3,,,,,,,,5,1,3,5,4,3,4,3,1,2,1,5,"SPSS, eViews, eViews","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
07/22/2018 20:46,25,Cagayan de Oro,No,,No,College grad,Software Engineering,IT,2013.0,,,,,32754.0,27754.0,Employed,Teacher,Engineering,5,,,,,,,,3,5,4,2,4,2,2,2,3,1,3,2,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
07/22/2023 16:18,33,Davao,No,,No,Postgrad,Mechanical Engineering,Engineering,2016.0,,,2024.0,Masters in Data Science,,,Unemployed,,,3,,,,,,,,4,1,5,2,1,5,4,3,5,2,4,1,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
04/29/2020 14:22,40,Cagayan de Oro,No,,No,College grad,Software Engineering,IT,2020.0,,,,,34962.0,29962.0,Employed,Data Analyst,Health Sciences,3,,,,,,,,5,5,1,1,5,5,4,3,3,5,1,4,Microsoft Excel,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
10/13/2017 10:28,35,Quezon City,No,,No,Postgrad,Mathematics Education,Education,2016.0,,,2024.0,Masters in Data Science,,,Unemployed,,,5,,,,,,,,5,1,4,5,5,2,5,5,1,1,4,1,Stats,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
10/23/2022 21:22,40,Iloilo,No,,No,Postgrad,Mechanical Engineering,Engineering,2016.0,,,2025.0,Masters in Data Science,30279.0,25279.0,Employed,Marketing Analyst,Engineering,2,,,,,,,,5,5,3,4,1,3,4,2,1,5,5,4,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
11/08/2020 23:16,39,Cagayan de Oro,No,,No,College grad,Medical Technology,Health Sciences,2014.0,,,,,,,Unemployed,,,4,,,,,,,,5,4,3,2,3,1,5,3,4,3,5,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
04/22/2017 04:20,39,Zamboanga,No,,No,College grad,Nursing,Health Sciences,2022.0,,,,,25210.0,20210.0,Employed,Nurse,IT,0,,,,,,,,4,3,1,4,4,2,5,5,1,1,2,5,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
03/10/2023 10:05,33,Cebu,No,,No,College grad,Mathematics Education,Education,2020.0,,,,,,,Unemployed,,,2,,,,,,,,1,1,5,4,5,2,2,3,1,5,1,5,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
11/02/2024 08:26,40,Bacolod,No,,No,Postgrad,Psychology,Social Sciences,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,2,,,,,,,,3,2,3,4,4,4,5,3,2,2,4,5,"Matlab, Java","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
12/18/2018 06:16,26,Makati,No,,No,College grad,Marketing,Business,2014.0,,,,,,,Unemployed,,,5,,,,,,,,3,5,2,5,3,2,1,2,2,1,1,1,"R, Python, SQL","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
06/30/2018 08:10,33,Davao,No,,No,College grad,Computer Science,IT,2010.0,,,,,,,Unemployed,,,2,,,,,,,,4,2,2,5,2,4,4,4,1,5,3,5,Python,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
05/23/2024 03:50,38,Manila,No,,No,College grad,Marketing,Business,2018.0,,,,,,,Unemployed,,,1,,,,,,,,2,2,4,3,3,1,1,1,5,4,5,1,"Matlab, SPSS, R","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
08/21/2023 14:20,31,Makati,No,,No,College grad,Electrical Engineering,Engineering,2022.0,,,,,39910.0,34910.0,Employed,Accountant,Business,4,,,,,,,,3,5,5,5,3,1,4,3,4,5,4,2,Microsoft Power BI,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
08/01/2019 01:20,35,Iloilo,No,,No,College grad,Political Science,Social Sciences,2013.0,,,,,44886.0,39886.0,Employed,Marketing Analyst,Business,5,,,,,,,,2,5,1,1,1,2,1,2,4,2,3,5,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
04/21/2024 22:16,22,Iloilo,No,,No,College grad,Nursing,Health Sciences,2022.0,,,,,42215.0,37215.0,Employed,Marketing Analyst,Social Sciences,3,,,,,,,,3,3,4,4,4,3,2,2,3,4,5,3,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
02/19/2018 06:21,30,Baguio,No,,No,Postgrad,Nursing,Health Sciences,2016.0,,,2024.0,Masters in Data Science,46129.0,41129.0,Employed,Engineer,Education,2,,,,,,,,2,1,2,4,2,3,1,4,3,2,4,2,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
10/18/2021 11:21,31,Cagayan de Oro,No,,No,College grad,Accounting,Business,2015.0,,,,,48347.0,43347.0,Employed,Software Developer,Engineering,0,,,,,,,,1,4,1,1,2,2,5,4,5,1,1,3,"Python, Java","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
05/10/2019 02:44,20,Bacolod,No,,No,Postgrad,Business Administration,Business,2016.0,,,2027.0,Masters in Data Science,,,Unemployed,,,2,,,,,,,,3,5,3,1,5,2,1,2,5,1,2,4,"SPSS, Stats","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
01/29/2020 19:00,31,Cagayan de Oro,No,,No,College grad,Sociology,Social Sciences,2015.0,,,,,38661.0,33661.0,Employed,Engineer,Health Sciences,4,,,,,,,,2,5,5,5,2,1,3,2,3,4,1,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
07/21/2024 18:37,34,Bacolod,No,,No,College grad,Mechanical Engineering,Engineering,2023.0,,,,,,,Unemployed,,,1,,,,,,,,5,3,1,4,2,5,1,2,2,2,4,2,"SPSS, Microsoft Excel, SAS","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
12/18/2020 03:58,28,Cebu,No,,No,College grad,Accounting,Business,2023.0,,,,,33076.0,28076.0,Employed,Accountant,Education,0,,,,,,,,4,1,3,5,4,1,1,2,5,1,4,4,"SAS, Microsoft Power BI","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
10/18/2022 08:21,21,Cebu,No,,No,Postgrad,Accounting,Business,2016.0,,,2024.0,Masters in Data Science,47026.0,42026.0,Employed,Engineer,Education,0,,,,,,,,5,1,1,4,2,3,2,1,4,4,5,2,Matlab,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
02/20/2022 14:09,21,Iloilo,No,,No,College grad,Nursing,Health Sciences,2016.0,,,,,,,Unemployed,,,5,,,,,,,,1,2,5,3,4,1,5,4,2,2,2,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
07/29/2024 03:34,40,Zamboanga,No,,No,College grad,Medical Technology,Health Sciences,2022.0,,,,,40748.0,35748.0,Employed,Marketing Analyst,Business,0,,,,,,,,2,4,1,4,4,3,4,5,2,3,2,2,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
01/01/2023 19:28,39,Baguio,No,,No,College grad,Accounting,Business,2014.0,,,,,48433.0,43433.0,Employed,Marketing Analyst,IT,1,,,,,,,,3,4,3,1,4,4,1,2,3,1,3,3,"Java, Python","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
06/18/2019 07:09,26,Zamboanga,No,,No,College grad,Civil Engineering,Engineering,2020.0,,,,,,,Unemployed,,,1,,,,,,,,5,5,2,1,5,3,4,4,5,1,2,5,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
12/14/2023 08:13,36,Baguio,No,,No,College grad,Political Science,Social Sciences,2013.0,,,,,,,Unemployed,,,4,,,,,,,,3,3,4,2,3,5,5,1,5,2,1,1,"eViews, Matlab, Java","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
11/28/2020 02:52,29,Quezon City,No,,No,College grad,Psychology,Social Sciences,2019.0,,,,,,,Unemployed,,,1,,,,,,,,5,5,4,1,4,5,3,3,4,4,3,1,Tableau,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
03/19/2020 16:20,36,Davao,No,,No,College grad,Education,Education,2010.0,,,,,,,Unemployed,,,5,,,,,,,,4,1,4,2,3,2,3,2,3,3,3,5,SAS,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
03/16/2018 13:48,33,Makati,No,,No,Postgrad,Early Childhood Education,Education,2016.0,,,2027.0,Masters in Data Science,,,Unemployed,,,2,,,,,,,,2,3,4,2,1,1,3,1,3,3,1,5,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
06/26/2019 17:07,29,Makati,No,,No,College grad,Sociology,Social Sciences,2022.0,,,,,26366.0,21366.0,Employed,Engineer,Engineering,2,,,,,,,,4,1,2,2,3,4,2,5,4,2,5,4,"Matlab, Stats, Matlab","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
07/26/2019 04:13,24,Iloilo,No,,No,College grad,Computer Science,IT,2016.0,,,,,,,Unemployed,,,5,,,,,,,,4,3,2,2,2,2,4,3,3,4,1,3,Stats,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
02/15/2023 19:08,36,Cebu,No,,No,College grad,Education,Education,2023.0,,,,,,,Unemployed,,,4,,,,,,,,3,4,5,5,1,3,5,4,3,5,2,3,"Python, Microsoft Excel, SQL",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
11/13/2019 22:02,30,Manila,No,,No,College grad,Education,Education,2012.0,,,,,,,Unemployed,,,2,,,,,,,,1,1,4,4,1,2,4,1,5,2,3,1,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
02/18/2019 23:34,31,Davao,No,,No,College grad,Sociology,Social Sciences,2015.0,,,,,,,Unemployed,,,1,,,,,,,,4,3,3,2,5,2,1,5,5,3,1,1,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
10/04/2020 05:04,20,Quezon City,No,,No,College grad,Education,Education,2018.0,,,,,,,Unemployed,,,3,,,,,,,,3,1,5,5,4,5,3,3,1,2,2,2,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
05/16/2023 18:24,36,Cebu,No,,No,College grad,Mathematics Education,Education,2010.0,,,,,,,Unemployed,,,1,,,,,,,,2,5,2,1,5,5,5,4,4,1,5,4,"Microsoft Power BI, SQL, Java",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
11/22/2023 09:52,31,Cebu,No,,No,College grad,Accounting,Business,2015.0,,,,,25788.0,20788.0,Employed,Marketing Analyst,Social Sciences,1,,,,,,,,3,5,3,3,2,3,1,3,1,3,2,1,"SAS, Stats","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
10/26/2018 02:46,32,Makati,No,,No,College grad,Marketing,Business,2019.0,,,,,,,Unemployed,,,1,,,,,,,,1,2,3,1,4,4,3,1,2,4,4,2,Microsoft Excel,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
12/10/2023 11:04,38,Cagayan de Oro,No,,No,College grad,Political Science,Social Sciences,2013.0,,,,,43206.0,38206.0,Employed,Engineer,Engineering,3,,,,,,,,4,4,3,3,3,3,4,4,4,1,3,4,"SAS, SAS, Matlab","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
05/30/2017 06:46,30,Makati,No,,No,College grad,Mechanical Engineering,Engineering,2016.0,,,,,34050.0,29050.0,Employed,Nurse,Business,1,,,,,,,,3,2,4,3,2,1,1,4,1,3,3,1,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
08/24/2017 12:09,25,Quezon City,No,,No,College grad,Information Technology,IT,2013.0,,,,,46590.0,41590.0,Employed,Data Analyst,Social Sciences,3,,,,,,,,2,2,4,2,2,3,3,2,2,3,2,3,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
01/25/2018 03:23,32,Cebu,No,,No,College grad,Business Administration,Business,2021.0,,,,,,,Unemployed,,,2,,,,,,,,1,4,5,2,2,4,4,4,4,5,5,2,R,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
10/22/2017 23:24,31,Zamboanga,No,,No,College grad,Computer Science,IT,2017.0,,,,,33869.0,28869.0,Employed,Engineer,Engineering,3,,,,,,,,3,4,4,1,3,1,5,2,1,4,3,5,"Stats, Tableau","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
12/18/2018 21:08,20,Iloilo,No,,No,College grad,Mathematics Education,Education,2010.0,,,,,,,Unemployed,,,2,,,,,,,,5,1,1,1,5,1,5,3,4,2,3,5,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
11/19/2023 19:28,21,Manila,No,,No,College grad,Nursing,Health Sciences,2018.0,,,,,,,Unemployed,,,2,,,,,,,,4,5,3,2,4,2,3,5,4,5,3,5,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
06/17/2021 06:47,33,Quezon City,No,,No,College grad,Accounting,Business,2012.0,,,,,27260.0,22260.0,Employed,Marketing Analyst,Health Sciences,0,,,,,,,,4,5,4,5,5,5,3,2,4,4,5,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
01/24/2018 19:28,24,Zamboanga,No,,No,College grad,Business Administration,Business,2020.0,,,,,,,Unemployed,,,1,,,,,,,,4,4,3,1,4,4,4,5,2,3,5,3,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
06/05/2024 14:43,25,Manila,No,,No,College grad,Early Childhood Education,Education,2020.0,,,,,,,Unemployed,,,3,,,,,,,,1,5,3,3,5,2,1,2,4,2,5,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
12/01/2022 05:34,37,Baguio,No,,No,College grad,Early Childhood Education,Education,2022.0,,,,,29717.0,24717.0,Employed,Teacher,Health Sciences,5,,,,,,,,4,4,4,3,3,3,5,1,2,5,1,2,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
08/23/2018 13:19,29,Zamboanga,No,,No,College grad,Nursing,Health Sciences,2022.0,,,,,41914.0,36914.0,Employed,Accountant,IT,3,,,,,,,,3,2,2,4,2,2,5,5,2,2,4,3,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
01/13/2024 04:38,31,Bacolod,No,,No,College grad,Marketing,Business,2013.0,,,,,42067.0,37067.0,Employed,Nurse,Business,4,,,,,,,,3,5,4,5,3,2,5,1,1,4,2,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
12/26/2018 18:37,40,Cagayan de Oro,No,,No,College grad,Mechanical Engineering,Engineering,2014.0,,,,,,,Unemployed,,,4,,,,,,,,4,1,1,3,2,1,1,1,5,5,1,5,R,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
11/24/2024 18:56,22,Cebu,No,,No,College grad,Marketing,Business,2011.0,,,,,29737.0,24737.0,Employed,Engineer,Business,4,,,,,,,,3,3,1,2,3,2,3,3,4,4,4,5,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
10/31/2022 13:35,21,Zamboanga,No,,No,College grad,Pharmacy,Health Sciences,2020.0,,,,,,,Unemployed,,,5,,,,,,,,5,3,2,3,1,3,5,2,2,4,5,5,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
